Account Solana;Token Account Solana;HolderAddress BSC;Balance;Balance Decimals;Public Tag;Owner;
;;0x0afc9ba0cb6da3ddbcb5273055256698c9b18e8e;5.449;5.448.730.000.000.000.000.000;;;
;;0x5763d601ee5c230f8a004d0372f008fb0b904824;5.374;5.374.450.000.000.000.000.000;;;
;;0xc0ab5aa704656476f721d4a372833d4dc78313f3;5.307;5.307.330.000.000.000.000.000;;;
;;0xd3375c3ad38f9a21fb9ba63d1be59e8354216b33;5.245;5.245.000.000.000.000.000.000;;;
;;0x0278ee46fd2057887c3b808f10e7ee0f435a590e;5.218;5.218.240.000.000.000.000.000;;;
;;0xe085bea88e0ad11bebdf5853c36b43229fa7d446;5.049;5.048.780.000.000.000.000.000;;;
;;0x197efde9b9a937cefdc198110376a70dcda800f8;5.049;5.048.520.000.000.000.000.000;;;
;;0x045b7c62e495a8dfd12f26f74deedbc68fd65a59;5.034;5.034.130.000.000.000.000.000;;;
;;0x2d4be51f56283a9e42adb067b5c6fa52f865aec8;5.001;5.000.550.000.000.000.000.000;;;
;;0xe26b8ac8acb10759dd4c6745ed5438d47378b35c;4.998;4.997.590.000.000.000.000.000;;;
;;0x9296c97187c095b8a49e8da9f9583d16516bb777;4.870;4.870.020.000.000.000.000.000;;;
;;0x1f1a12c604e794017347b7d7a14efb41ea7d38d6;4.787;4.786.940.000.000.000.000.000;;;
;;0x03f882c9b9a634ce695d654bb36ca55e194fb6d9;4.772;4.772.410.000.000.000.000.000;;;
;;0x2663ce6b73e3ef864297220e091f2a4005d826b3;4.686;4.685.920.000.000.000.000.000;;;
;;0x2e7115371ca768ef11dd7195281a2275aafce162;4.674;4.673.830.000.000.000.000.000;;;
;;0xc8c4ca99fac5c2dff67683d5f47076635e3b7161;4.640;4.640.420.000.000.000.000.000;;;
;;0x1b7ac1bfd9fd74ecf180a174d6e47a4548f41a0d;4.628;4.628.470.000.000.000.000.000;;;
;;0x7205dac03fa73ef9bf5e311c972c9b3f4e319f3d;4.595;4.594.930.000.000.000.000.000;;;
;;0xf98b517ab98a6608b3415d115d80b484619d27e5;4.586;4.586.260.000.000.000.000.000;;;
;;0xc2f5787b03930f333e86549002d9aca15152e691;4.539;4.539.250.000.000.000.000.000;;;
;;0xca226bd9c754f1283123d32b2a7cf62a722f8ada;4.525;4.524.720.000.000.000.000.000;Token chomper;0x7BdB744f1Ab0Af6444dca72096f13f33e92b59E5;
;;0x262b348476f8eb2ebc522b544f6f7b08496aec49;4.503;4.503.350.000.000.000.000.000;;;
;;0x6e9d452e88675dd6a324688a2fe12c89ed4e90a0;4.490;4.490.340.000.000.000.000.000;;;
;;0x06385bdc1c7d7ac4783d47aebe727665a73f87a0;4.489;4.488.690.000.000.000.000.000;;;
;;0x36d78ecc7629d34a26e56da4f1d7610c37808c2e;4.420;4.419.840.000.000.000.000.000;;;
;;0xfc96b5097f0c93aa556bbf6cc0926b8eb6dc8407;4.419;4.418.940.000.000.000.000.000;;;
;;0x892a7788f990d41669c8b6a850496f8d8187a744;4.409;4.409.000.000.000.000.000.000;;;
;;0x3dd418260c8b6512d572383ade90347bdc64fcf1;4.408;4.408.200.000.000.000.000.000;;;
;;0x9cc59c0712aec1ab8b8a1fcdc43ae91acb49f4bb;4.399;4.398.540.000.000.000.000.000;;;
;;0x5141c335a5b033db7c6c6e879e544d6fb93ea211;4.366;4.365.760.000.000.000.000.000;;;
;;0x56bade0b77f5887bfae0042c7eea8e3beaf0af38;4.344;4.344.300.000.000.000.000.000;;;
;;0xef78de6b96e5e3c356134df26c464637cc9ce59e;4.318;4.318.150.000.000.000.000.000;;;
;;0x4c7366284d6a7474206dc4b40ceda5f58d62cce8;4.311;4.310.570.000.000.000.000.000;;;
;;0xffdcf04b5f6657d501ca35baaa49265a9b60c8bd;4.301;4.300.930.000.000.000.000.000;;;
;;0xd397681a3e14f5adee63d931824767c414a2d512;4.275;4.275.290.000.000.000.000.000;;;
;;0x9a94ea3bdf95b1b9bc7607a67b29afec7fd9001b;4.259;4.259.140.000.000.000.000.000;;;
;;0xf3abf6575224d2f45e2ef02b13c4dcae06570ca4;4.257;4.256.690.000.000.000.000.000;;;
;;0xd18b62b1f3f4bdf9325cccdcf6599a240534373e;4.213;4.213.180.000.000.000.000.000;;;
;;0xd7b59d33734c4b2fbb8e9202780bc631c9a07d90;4.210;4.209.570.000.000.000.000.000;;;
;;0x9d772ab8e6322c9bd61a33bc30bbe3f062b0a66e;4.208;4.207.770.000.000.000.000.000;;;
;;0x2d39a9832fc0785807dac657ff6ed70c2ca5467b;4.166;4.166.210.000.000.000.000.000;;;
;;0x85d411ec8a3329b06837f37b930667f2efc92166;4.156;4.155.930.000.000.000.000.000;;;
;;0x9d99d3baadac337be515af1cf6377d1d7f2be6ee;4.093;4.092.800.000.000.000.000.000;;;
;;0x393c5246231b9a53542042497bda09b0be6dbf17;4.085;4.085.260.000.000.000.000.000;;;
;;0x4e95f496dd8afb8271524e7439489bd5d467583d;4.083;4.082.950.000.000.000.000.000;;;
;;0x9c3cb0d6ba6060c54558fbea29925532442ff5e5;4.079;4.078.830.000.000.000.000.000;;;
;;0xb98940058bb66d39126df873f8a7356c7fd6f109;4.063;4.063.090.000.000.000.000.000;;;
;;0xb45709260ec8379e1b1c53c22518f1fec6a446ca;4.060;4.060.280.000.000.000.000.000;;;
;;0x9507f5d0b56a8bcd730b61c60396ce3f5ca6440b;4.059;4.059.490.000.000.000.000.000;;;
;;0x20c5b10046808c331e7aabf202b0c20ca526cc0b;4.043;4.042.860.000.000.000.000.000;;;
;;0xc3cd0b3909b8fde6a8e41cc02f95c653c2356dc8;4.039;4.038.550.000.000.000.000.000;;;
;;0x14a5985c34260f348ff6b206c6659fccd0623f40;4.037;4.036.630.000.000.000.000.000;;;
;;0x43c7d66c01d8c90c00accb3da05805c2a7eed8dc;4.033;4.033.060.000.000.000.000.000;;;
;;0xb25cfe5755ce21486c88e0a56a4f5314eb62c76a;3.993;3.993.120.000.000.000.000.000;;;
;;0xbcde5a1b4cff07205bbe07fbd23cc236ee1efdda;3.984;3.984.360.000.000.000.000.000;;;
;;0xf4b2658c504c81f309b1ae130f75705548619420;3.952;3.951.860.000.000.000.000.000;;;
;;0xbf9d582df5ec695402af22bdc6a5e3ba07725e6a;3.945;3.945.270.000.000.000.000.000;;;
;;0x4f82e73edb06d29ff62c91ec8f5ff06571bdeb29;3.937;3.936.820.000.000.000.000.000;;;
;;0xb161ad5322e6c2df0c45cd97fc255a4b02cd2d44;3.929;3.929.240.000.000.000.000.000;;;
;;0xc4e5dbdca44b24b391d720fb5213639795e97532;3.920;3.920.100.000.000.000.000.000;;;
;;0xc5610746d43849dd0acf49ae59ddf145b117207c;3.917;3.916.810.000.000.000.000.000;;;
;;0x82ca7ec31bcd42a9560367d9166962be9c2dc7b5;3.891;3.890.500.000.000.000.000.000;;;
;;0xeb26c3f75d392afac441073dd614592fa794f0d2;3.870;3.869.680.000.000.000.000.000;;;
;;0xf5c4f3dc02c3fb9279495a8fef7b0741da956157;3.851;3.850.520.000.000.000.000.000;;;
;;0x777fdd6f9ccc9a4e74a2e83ddac85753bc9f910d;3.815;3.814.660.000.000.000.000.000;;;
;;0x96f6d54ce57e5888a3b2d136690863f9b4438fbb;3.799;3.799.280.000.000.000.000.000;;;
;;0x2bfcb5af6bab1977946e7c6192b2cb17938e7729;3.759;3.759.490.000.000.000.000.000;;;
;;0xc1454591031145f9c594ba92c7e5692fd048fe59;3.755;3.754.910.000.000.000.000.000;;;
;;0x999c8a762f807a72d9407d7cbcbe9c7a6e22f12c;3.743;3.743.320.000.000.000.000.000;;;
;;0xde80286858c0113227c53bb1c324d0baa68f4219;3.741;3.741.000.000.000.000.000.000;;;
;;0x6cc3316bb8966f55dc807385116535a7db2c2f9b;3.731;3.731.390.000.000.000.000.000;;;
;;0x134831893c6e56e9d3e75e15c95b0354086af08f;3.644;3.644.250.000.000.000.000.000;;;
;;0x78f2c661c0157724fbb3a92ce861af37267613dc;3.640;3.640.150.000.000.000.000.000;;;
;;0xc3a5022f4b0f901e13f0a8ad240b6a3f6ce8550c;3.575;3.575.330.000.000.000.000.000;;;
;;0xea411e37dfd02da12328e5d189ac46c9274b332d;3.573;3.573.270.000.000.000.000.000;;;
;;0x1ba4255621a6930181f028330232028ac43b5622;3.572;3.572.270.000.000.000.000.000;;;
;;0x247edc0c4177bd17b88bf1355ece01f12a0ba96d;3.556;3.556.480.000.000.000.000.000;;;
;;0x07939d9b0e0f1e703c6b2659450dceba25a0d3e5;3.556;3.555.900.000.000.000.000.000;;;
;;0xdb35685bb3abb96df19d6fe103ab8ae0b96acfd8;3.540;3.540.350.000.000.000.000.000;;;
;;0x50600f357805847ad118ad4e153bf8923f2f9d3c;3.485;3.484.500.000.000.000.000.000;;;
;;0x396c091b49f3d9afe0c8cd99e651e31d78e003f0;3.466;3.465.700.000.000.000.000.000;;;
;;0x3dc9fc574b6f49a56d106c235491cfda06964757;3.445;3.445.170.000.000.000.000.000;;;
;;0x8f7bcccc0efeca85b103d9783055704e37e40f2c;3.442;3.442.420.000.000.000.000.000;Token chomper;0x5E2C50cD001F6ad7B68E767409a20a723Eed3434;
;;0x6193fa31b2cbf73df4f8a27d822ba02aba4d8fbb;3.384;3.384.460.000.000.000.000.000;;;
;;0xf15d610a7135d40b2f2ae4b3675bcbbbefb1002b;3.381;3.381.420.000.000.000.000.000;;;
;;0xa47dcc127bd2487b01477d8e381dced5de5e5033;3.371;3.370.920.000.000.000.000.000;;;
;;0xe26fa469b436f03ac4d12dd8a611f39ebd23836c;3.355;3.355.340.000.000.000.000.000;;;
;;0x7599f455d28acc44fe5ed2789c1e3eda7d4b658a;3.346;3.345.610.000.000.000.000.000;;;
;;0xdb36bdd9874ba3e74c19ffbff7f6f04f72790770;3.335;3.334.910.000.000.000.000.000;;;
;;0xc9ef6f59b99628e5e828e0be5ced12535391267c;3.295;3.294.610.000.000.000.000.000;;;
;;0x68ad4778183e329ac5c7210f66667ad0fb977a14;3.281;3.280.800.000.000.000.000.000;;;
;;0xa32adf7ae7ff4c3d2f1baa5317f189e06ba3b086;3.266;3.266.180.000.000.000.000.000;;;
;;0x530d674f3359d18592bf97f83ee4f45f33c87ec8;3.240;3.240.000.000.000.000.000.000;;;
;;0xa62f779e5a340c7b20b007ed2af548b767889f14;3.239;3.238.840.000.000.000.000.000;;;
;;0xe09cf80ba29efadc5b1ae16a59d403b994f65267;3.213;3.212.880.000.000.000.000.000;;;
;;0x8377a908eb24fdbada3b842841bcd26e0770ec1e;3.204;3.203.810.000.000.000.000.000;;;
;;0x55965e0948bea094b1c873deed4cddb074422af8;3.201;3.201.000.000.000.000.000.000;;;
;;0x0b01168b77425d8a4df02f794d2ced416ec6e7d4;3.193;3.193.110.000.000.000.000.000;;;
;;0x669a39e842ae3c493f8e1120908f9f21633f5727;3.190;3.189.670.000.000.000.000.000;;;
;;0x80acb30b592d4115f22d8163decd9591a842bd51;3.187;3.186.690.000.000.000.000.000;;;
;;0xba18faa2b32cc1b3569726318f1082e8f42a83d9;3.172;3.171.750.000.000.000.000.000;;;
;;0xed8728840f1c270fb2106959ab9d3a16aa83a23f;3.169;3.169.170.000.000.000.000.000;;;
;;0xc1184c0e025804a13bf67fb9efeb316ef26480e9;3.163;3.162.810.000.000.000.000.000;;;
;;0xa4b79f2a0e54579b16ea4bb09decc8765e01bcbe;3.162;3.162.180.000.000.000.000.000;;;
;;0x020de34b4a572224117592206e0b04b3cd5ad43b;3.141;3.140.750.000.000.000.000.000;;;
;;0xf8639f01f60124ceaa7d45c136bc885dc740d9c4;3.137;3.137.130.000.000.000.000.000;;;
;;0x84ee5e8f43598f48072054b390140355c6c016bb;3.136;3.135.890.000.000.000.000.000;;;
;;0x088de5cb1c15978fc9736cc469bfc63b4632534e;3.130;3.130.340.000.000.000.000.000;;;
;;0xed420ebbe9d974629ca85f1eca00b57fbe53f1d4;3.114;3.114.220.000.000.000.000.000;;;
;;0x3bdfe70a39ef77451af508ec17a8fdecbdd3258a;3.103;3.102.920.000.000.000.000.000;;;
;;0x9609177f6ea5c3ad85427c4f33ec7fe1168d2c39;3.092;3.091.770.000.000.000.000.000;;;
;;0xed6f2312e5f79cfa7f85fb5198a8744352687faf;3.074;3.073.710.000.000.000.000.000;;;
;;0x68b4b7cf1a0520dc15a407eb2025213eb4c59586;3.025;3.024.650.000.000.000.000.000;;;
;;0x17b1c1c66ff96f1ac5ad487c7a10be6e1b30ae79;3.008;3.007.590.000.000.000.000.000;;;
;;0xba0e00b998e84737b67062b80b75311034fdf4a1;3.006;3.006.380.000.000.000.000.000;;;
;;0x95eb4beb86396d03e6140ed3dd74c9add204179e;3.000;3.000.000.000.000.000.000.000;;;
;;0xe41ac32caeb0a32ab0d729a73e4d9b937a31d497;3.000;3.000.000.000.000.000.000.000;;;
;;0xf86ac91717ac622135381bda1d0a9b2d84ccedf9;2.987;2.987.490.000.000.000.000.000;;;
;;0xdb836bce3c0ac625175e2cc01dfaa850880cb270;2.983;2.983.080.000.000.000.000.000;;;
;;0x1563d767caecc4b3426d9554ab69f6eb37a07b19;2.962;2.962.050.000.000.000.000.000;;;
;;0xde3d10f41d211bc0e14d162116a9546a3fbf24ef;2.959;2.959.110.000.000.000.000.000;;;
;;0x29eef04dce126fa4c7b0121b2cfa351b3e0275d3;2.957;2.957.360.000.000.000.000.000;;;
;;0xf30223808c517b9ea942e0b048b0e6ef15ce5625;2.949;2.948.770.000.000.000.000.000;;;
;;0xea7b65a1391f23371288f1c249a3739796fb744a;2.937;2.937.010.000.000.000.000.000;;;
;;0xf07d86628db8d6e20b3975fc219cea9f2e76598f;2.928;2.928.020.000.000.000.000.000;;;
;;0x19b495f2a0302fb4e1ec815f2226fa63bf8f15e7;2.910;2.909.990.000.000.000.000.000;;;
;;0xf60cd075f51a7244d89e2360fe6dd15936324b89;2.902;2.901.850.000.000.000.000.000;;;
;;0x79efd93702bdf5b9b97b538a42e11fcb96308b0b;2.900;2.900.320.000.000.000.000.000;;;
;;0xc1aedc51270e2d2ea3e844bc896dc0582c4c66bc;2.881;2.881.000.000.000.000.000.000;;;
;;0x2b3c4a108a353c7ed658e8eaf0175af2d2f57636;2.862;2.862.080.000.000.000.000.000;;;
;;0x04b3828bd9436899488837107a95b18b2a239d22;2.851;2.851.410.000.000.000.000.000;;;
;;0x4e9f986b2ca789a95af77b8bbd365676260ef34c;2.842;2.842.440.000.000.000.000.000;;;
;;0x558a1338e6ae32230ef5289009d781eeaca6b83c;2.833;2.832.520.000.000.000.000.000;;;
;;0xce57c3984a549f28b5173ebae96d3e662f3760a7;2.820;2.819.850.000.000.000.000.000;;;
;;0x9aee284a6beea136d481c94e029593a72455c7dc;2.818;2.818.070.000.000.000.000.000;;;
;;0x6b7a6c6aa7a715b8dde7c5c653cd32308b3b88b8;2.803;2.802.680.000.000.000.000.000;;;
;;0x49292790d222091abe2cd05ff7c9bc851571f2f4;2.778;2.777.680.000.000.000.000.000;;;
;;0x04cf3cadb2154bcd82c0223f0de92018cb795586;2.775;2.774.910.000.000.000.000.000;;;
;;0x6095eb3ba4518b87524301f65ba4867de06b8ead;2.772;2.772.470.000.000.000.000.000;;;
;;0xca1761bbc5c97077cd0e0983e6197d5a042b6386;2.760;2.760.240.000.000.000.000.000;;;
;;0x6dcd1792e382de1c0026c7e03990cf48d88905cf;2.757;2.757.140.000.000.000.000.000;;;
;;0xc38b394b06721c793fdf0c0002f1be45df2ed015;2.754;2.753.650.000.000.000.000.000;;;
;;0xb680874bbfc480fab8ed1dd49e64459b616a1bca;2.750;2.749.510.000.000.000.000.000;;;
;;0x399957bee6113053e74e97a39684bcfdac62db82;2.732;2.732.360.000.000.000.000.000;;;
;;0x58f35560e2cfd84e859b4f6d294c0920c448bb3f;2.693;2.692.710.000.000.000.000.000;;;
;;0x44766d359dbb96cc86119b20bca26ce9e2178747;2.692;2.692.250.000.000.000.000.000;;;
;;0x621a3a64385583aca157c41a87a1bd2bc5519153;2.638;2.637.630.000.000.000.000.000;;;
;;0x5e905a4fd9630f0abc1d36cce7570a0fecff523d;2.637;2.636.860.000.000.000.000.000;;;
;;0x2bf1f7116d3330facec56f22f805df132a10ed87;2.635;2.635.030.000.000.000.000.000;;;
;;0xfd8682dba71bcb9f09efb50e32e2dcfb1c00b4ec;2.629;2.629.250.000.000.000.000.000;;;
;;0x6de96981bdca3b7422d4fe6c3f5dcba85ca6a47e;2.544;2.543.660.000.000.000.000.000;;;
;;0x09000dba0509363dbc1cd7e459bf25d17e443f3b;2.522;2.521.890.000.000.000.000.000;;;
;;0x9a92a642b2e3277dbd1abbe49e681dbb55cb0f6f;2.512;2.511.770.000.000.000.000.000;;;
;;0xafe06b21d44d950f3ab0e53a42ef0c622b3ea17e;2.509;2.508.960.000.000.000.000.000;;;
;;0x6c795be0a4887816ce761d41e482fcf4fbca9963;2.506;2.506.320.000.000.000.000.000;;;
;;0x77088988f304df1038eb8a04bf3bc911bb770df6;2.498;2.498.120.000.000.000.000.000;;;
;;0x42db5bbb3190e7fe017dd1458ec464121545be38;2.468;2.467.600.000.000.000.000.000;;;
;;0x31c997901617a04a22e55d6a7fbd3bb543c0ae6a;2.463;2.462.780.000.000.000.000.000;;;
;;0xf8804335c738f136a4faef50af8cbfb7446c5667;2.451;2.451.110.000.000.000.000.000;;;
;;0xd61ea2be61a20581188284d438ab5ffdda313a8b;2.425;2.425.000.000.000.000.000.000;;;
;;0x956eedbd411d0a4c6778e468bd4acac72ea0c21d;2.423;2.422.540.000.000.000.000.000;;;
;;0x90d3a20a4f1d785c12e7ebaa750c033c713299dd;2.420;2.420.080.000.000.000.000.000;;;
;;0x59b52e0dd86d8db169349a0bf5c045105bc76e6c;2.407;2.406.580.000.000.000.000.000;;;
;;0x5a9bcd166fc50afb0de8d24532049d52076b89be;2.386;2.386.000.000.000.000.000.000;;;
;;0x7c092fea2555bb089606d5e759f9a66910084771;2.363;2.362.530.000.000.000.000.000;;;
;;0x9fcb2605fa55d71a659a3dd015e707e658fbd869;2.359;2.359.020.000.000.000.000.000;;;
;;0x55284ceda5824ad8cc3ad3dffb9980ff2b8ea5b2;2.351;2.351.230.000.000.000.000.000;;;
;;0x94157a92c47fd1f698dbbba813c5b9fff13f4a52;2.329;2.329.090.000.000.000.000.000;;;
;;0xb0bb8d3210427cf569a37bfbd01d55fb427da7ee;2.309;2.309.120.000.000.000.000.000;;;
;;0x50303650f410d5511f2b944af565d4cfd857aa10;2.309;2.308.550.000.000.000.000.000;;;
;;0x5a83fff9ee49cb5054e1acd12525f1c5cbcbcf34;2.306;2.306.480.000.000.000.000.000;;;
;;0x72d881c4dc2f12514e43712dbbd9a55ed28c7dc8;2.306;2.305.540.000.000.000.000.000;;;
;;0x5e2f296600cabd490c681805f5b969d074374022;2.290;2.290.080.000.000.000.000.000;;;
;;0x19b432e72a9581306fbab36a8903330e37a9b349;2.282;2.281.890.000.000.000.000.000;;;
;;0x90215f51db4305202a890ac60479826d0bb3d38a;2.275;2.274.700.000.000.000.000.000;;;
;;0xf1540de509e3b7575efa24e47cf1ae38a4554bce;2.259;2.259.000.000.000.000.000.000;;;
;;0x971ea4b4441b6964df48932a7a2efe5c8c0738cb;2.242;2.242.400.000.000.000.000.000;;;
;;0xcefb066105b3963afb3ccf6cdda6813801d6c373;2.234;2.234.190.000.000.000.000.000;;;
;;0x10cce33dad2b81d095fa1f3b1814ab3a6528deae;2.226;2.225.930.000.000.000.000.000;;;
;;0xbce8f413fc0a50d73f410a2f78110d495d9f2127;2.215;2.214.980.000.000.000.000.000;;;
;;0x963d33c34f3d49f52b8c9f8327e4f7ec2742bf35;2.191;2.190.930.000.000.000.000.000;;;
;;0x453e5359506433c94e15c8346af23cd0875645d7;2.187;2.187.200.000.000.000.000.000;;;
;;0x81c0b9c2ba09c41f04504ba1f9e8ea609fecab8b;2.183;2.183.240.000.000.000.000.000;;;
;;0xfdee1d1ba8eb877c4097720f90c13e9e4b4bd951;2.173;2.172.650.000.000.000.000.000;;;
;;0x000000000000000000000000000000000000dead;2.172;2.172.380.000.000.000.000.000;DEAD;;
;;0xdd6805154d63da4f01827ec57d527ec6e274f58e;2.162;2.162.400.000.000.000.000.000;;;
;;0x99b5cfdcf67a9b968d18ae2a9dbc3a60c8b0db19;2.158;2.158.400.000.000.000.000.000;;;
;;0x3b0fa2b347fd77284c95e5e5cb1024ded3541be1;2.156;2.156.420.000.000.000.000.000;;;
;;0xfa413d8fcfe91ee3dc2edc4bc2376e85b45405c8;2.155;2.154.680.000.000.000.000.000;;;
;;0xb86e613db47043cbba15dd70eacb287e78313010;2.149;2.148.610.000.000.000.000.000;;;
;;0x8c5f9f2da99fc46579487abe5541831399fe76e3;2.145;2.144.720.000.000.000.000.000;;;
;;0x101845097ffc6d0f6b9abf3bf7a925c95d03b1f5;2.139;2.138.700.000.000.000.000.000;;;
;;0xbd872fbbfd2583831022755167290d14d21062fb;2.118;2.117.700.000.000.000.000.000;;;
;;0x3e9da953e3b3584133eaa8d1b7e9d7866956888d;2.108;2.108.120.000.000.000.000.000;;;
;;0x09a723f49b5428e8845f61dd4848a3a939a80b2a;2.091;2.090.970.000.000.000.000.000;;;
;;0x1f2a60545a04d0a40d6d441548e6ed80bb139cd2;2.087;2.087.100.000.000.000.000.000;;;
;;0xc6afaf4435a43f225e5a8a23721b050f8ef04784;2.078;2.077.800.000.000.000.000.000;;;
;;0x2fde5727bc18ac67ca582f6d388b48468cf9199b;2.068;2.068.010.000.000.000.000.000;;;
;;0x532528d6ad1df8349d4112e31f6c7a7765afc76f;2.066;2.066.320.000.000.000.000.000;;;
;;0x4390d63b666bc0a7c313ee4d2541e4bb3163d2f5;2.051;2.050.960.000.000.000.000.000;;;
;;0xa13913872894226518d806bfd5ed7fe36dc7654b;2.044;2.044.150.000.000.000.000.000;;;
;;0xce7d93dd21d0ddb7b50610700276fcd30141325c;2.026;2.025.970.000.000.000.000.000;;;
;;0xf33f5e7a86056753d088f41f0368bbb8fe482614;2.024;2.023.900.000.000.000.000.000;;;
;;0x945f89243bc68ec88c8c92b36c754725e638898c;2.009;2.009.340.000.000.000.000.000;;;
;;0xd2299109e14d406d671a98775cad91fa919e90ab;2.005;2.005.000.000.000.000.000.000;;;
;;0xb26696c160b413ba9d8e055ffca88d488e04cbbc;1.999;1.999.110.000.000.000.000.000;;;
;;0x9e734a2a4b782f84caaf2d3c779b5b64d6cdb9b9;1.996;1.995.880.000.000.000.000.000;;;
;;0x28c4e041d0379fb07d17d618de21c415858bdf0c;1.995;1.995.380.000.000.000.000.000;;;
;;0x240c51f8aa9738d77023981ee48696ae6ac1cdb6;1.992;1.991.500.000.000.000.000.000;;;
;;0xcca0871f34dc3fa3e0ff1c31e5abc42d657b5804;1.990;1.990.300.000.000.000.000.000;;;
;;0xc1ae0e6a0728ba3aee83e9426c94e40a5ffcf1a6;1.989;1.989.290.000.000.000.000.000;;;
;;0x85b2d1991ac318fda4eeb89f19a321ebf22ccb7a;1.989;1.988.950.000.000.000.000.000;;;
;;0x8634c2a86c28042697acb25110aa95da3c4d044e;1.986;1.985.890.000.000.000.000.000;;;
;;0xa83115d6fd45c9ba83389639ef4dd0f798e185cb;1.970;1.969.860.000.000.000.000.000;;;
;;0x739a5493e73ac17f8c5f26b2207cceb9d091a34c;1.966;1.966.020.000.000.000.000.000;;;
;;0x4e3ea4b77a2c7b0643351b263d03fa971e8e2b1d;1.956;1.956.250.000.000.000.000.000;;;
;;0x3dbe19668769be802a7428a434c7fe8d2710bc5d;1.954;1.953.740.000.000.000.000.000;;;
;;0xe7c68fb1936eb41b0209e9d5b8cf44582c3baa76;1.941;1.941.420.000.000.000.000.000;;;
;;0x159e17455bf47cc6c597f373c6753ec4ec9f905f;1.932;1.931.830.000.000.000.000.000;;;
;;0x790a6c3c8f66bf7b10ef183eb587842c12b3af7c;1.929;1.929.320.000.000.000.000.000;;;
;;0xfa38ed38a95e30d3d24a84ec301e19c8dbf1651a;1.927;1.927.350.000.000.000.000.000;;;
;;0x01973a7ad065b61f42a5511d2c86c2a1d013de77;1.921;1.920.730.000.000.000.000.000;;;
;;0x10300292a1a2649317ffe53a494fe2c1f5f42b72;1.920;1.920.230.000.000.000.000.000;;;
;;0x7523f9f4ec4f7e74aaa7b469183b49f54c0ad8c4;1.919;1.918.640.000.000.000.000.000;;;
;;0x8091935970e289f32aba2095a9c74f7e122490c5;1.913;1.913.090.000.000.000.000.000;;;
;;0x527943eacd44c040a3dc63cd1e8df6d11b651a8c;1.900;1.900.000.000.000.000.000.000;;;
;;0x5a9aa35b82a64016be8abcc3c773f4679e1e269e;1.897;1.896.960.000.000.000.000.000;;;
;;0x2cfa2357dc9814fe4c8a6bfd3604cab82fdb8f08;1.891;1.890.890.000.000.000.000.000;;;
;;0xd9f8bfb61264d89b2cd304974f0ecb1b48ea17b7;1.887;1.886.870.000.000.000.000.000;;;
;;0x3e43de432c5e496e34dda10fbc479110e5429f77;1.884;1.883.990.000.000.000.000.000;;;
;;0xb9939530a59ad011316f02faea55109cb9efd7c2;1.876;1.876.040.000.000.000.000.000;;;
;;0x24750ed06cb3b4c39e1bff2e864e9688c5e91f1b;1.876;1.876.010.000.000.000.000.000;;;
;;0x2f6aeade58ec8e2ece3c95c301c2182e34cbae88;1.875;1.874.650.000.000.000.000.000;;;
;;0x3b070fdaf8521e8788a10605f301f2e201baa3f4;1.869;1.868.650.000.000.000.000.000;;;
;;0xb47a1c18d847e918fff16c3ab5a878018f7cd1d4;1.867;1.866.750.000.000.000.000.000;;;
;;0x982f1f19fd74aea72cbd5a59182e3e5d24ebb683;1.865;1.865.360.000.000.000.000.000;;;
;;0xc169913de62d09cc475400c454d62d8ccbe6a0c2;1.865;1.864.740.000.000.000.000.000;;;
;;0x644a951a527b56f0eb3a4735998ee7e6577adda8;1.862;1.862.250.000.000.000.000.000;;;
;;0x2af9b15a10ced946ff01df1c48e0981646cbdbff;1.856;1.856.250.000.000.000.000.000;;;
;;0xb7086f92d23edae0e26a02d27f2b465654ad49ca;1.854;1.854.270.000.000.000.000.000;;;
;;0x584ebb0159a3d6cde1717ced41299318d92a2687;1.850;1.849.910.000.000.000.000.000;;;
;;0x89b9bbd538089eac2229571f0c2fd81c39c85043;1.833;1.833.110.000.000.000.000.000;;;
;;0x9fe73449ada78326938f32b933413d6e2c3e6bf2;1.830;1.830.260.000.000.000.000.000;;;
;;0xcf04b33ac6b17f2160d8549b378a28b10392fc1b;1.817;1.816.700.000.000.000.000.000;;;
;;0x92f2c6b1e57ca5cde0755734f37e4516df434ae6;1.812;1.811.580.000.000.000.000.000;;;
;;0x1d3a9c0b960989af179a134e96a74de9b364d427;1.811;1.811.370.000.000.000.000.000;;;
;;0x5d4254e38eda6924c00b9d657070e086e0e791dc;1.809;1.808.680.000.000.000.000.000;;;
;;0xd9ffd7b9735da0217a03c25b27030583de6e2e11;1.805;1.805.420.000.000.000.000.000;;;
;;0xecf8080443249ea2b8eac7941f3f928229e223bd;1.791;1.790.560.000.000.000.000.000;;;
;;0xa5d2cae7c0011d7cfbb3ad1e4b0e95f1e6b8daf2;1.789;1.788.660.000.000.000.000.000;;;
;;0x4e39b7f78421ad9e515bf0e195e39a700408697a;1.787;1.786.890.000.000.000.000.000;;;
;;0x1378037519274151b2eda88a833938b0fe56b9c9;1.770;1.770.000.000.000.000.000.000;;;
;;0x27423bb11df894a65fdd6d33d2586b128eae4d1e;1.767;1.766.700.000.000.000.000.000;;;
;;0x340bb05b63e076978a635fb0a094653fe004406b;1.764;1.764.230.000.000.000.000.000;;;
;;0x9589df91638a79047b60cd9c06a56a67b0ebb4d3;1.752;1.752.000.000.000.000.000.000;;;
