Account Solana;Token Account Solana;HolderAddress BSC;Balance;Balance Decimals;Public Tag;Owner;
;;0xbf3b636ca293b6679eca9904376501da982c89d9;17;17.151.736.490.000.000.000;;;
;;0xbf2c1d90984e52bd8c5d57e5b6741d8911e400f7;17;17.130.400.730.000.000.000;;;
;;0x2bd06fe5c1bea5ee6a598a8264e374bd53ec41de;17;17.125.733.100.000.000.000;;;
;;0x24daeeca81a35badd0766162a839d0864b80d1e3;17;17.125.185.980.000.000.000;;;
;;0x99c471e236df5db82e52c67f1fc9b60d914454c9;17;17.105.203.740.000.000.000;;;
;;0xa80fdaceb2ac53a25c24e05668819fcc6c6c0773;17;17.092.701.920.000.000.000;;;
;;0xfa2688d5c80debe851fc567965596fe5a8668ff3;17;17.086.817.750.000.000.000;;;
;;0x947cc60f7b4a59b81ee6af8aa05b24b3dfbbeb97;17;17.072.617.820.000.000.000;;;
;;0x1ab4063a0317f139c8c864e3fcc60293236acd6f;17;17.061.662.360.000.000.000;;;
;;0x491b0a48ac4ab7b7426f60e6ddcbf4bf222d2f4f;17;17.029.059.480.000.000.000;;;
;;0xa86c014af644591ddff7a070a54f4c871da92b13;17;17.000.585.360.000.000.000;;;
;;0x814bb75d8e89d65d0bf2e1e22897062e54fb4c74;17;16.993.337.680.000.000.000;;;
;;0xaa32a04be5ac19d3fb244185634b48b624bd0fb9;17;16.990.227.890.000.000.000;;;
;;0x0dac099d6dd6337c7eecf67db315b4552c17ed7c;17;16.981.030.680.000.000.000;;;
;;0xb84871bf16dc422330d1f582bb68eb8adaadf297;17;16.962.309.350.000.000.000;;;
;;0xc53f46c5c0f6eb7a7525f306d28fc42ae0e1c387;17;16.956.925.760.000.000.000;;;
;;0x4dbd90ba40c90bd142823bcda17faaf077bfda58;17;16.941.673.600.000.000.000;;;
;;0xb0036358723b329615a2cbfbd9819b4b05f60670;17;16.905.533.120.000.000.000;;;
;;0x01486e648876c3b18defbe675272870683984843;17;16.900.936.760.000.000.000;;;
;;0x95802048cf3570fd346c2938e01781d2fc89948e;17;16.874.450.750.000.000.000;;;
;;0x7af4805f2f8ed30c873fe58121c17c4bbf1b34b9;17;16.873.331.750.000.000.000;;;
;;0x3ad29aeaf6d89f4a92880539fa248ccc5be81d22;17;16.860.479.160.000.000.000;;;
;;0xe7cffe684394ee1c064fa169223e4ca126e291b1;17;16.851.482.660.000.000.000;;;
;;0xf9ab4158507779503d4ed6ab4c67dddaeb8c936e;17;16.814.633.200.000.000.000;;;
;;0x32c10138fc9ac1ba667b1cb3eb55b1ca4e888293;17;16.804.405.520.000.000.000;;;
;;0x76893f59353116c8387084970915d5f480cd8122;17;16.777.677.520.000.000.000;;;
;;0x0d9dab1a248f63b0a48965ba8435e4de7497a3dc;17;16.772.293.880.000.000.000;;;
;;0x18da2aebe0f5b9e455189056d8c6e7209443ef01;17;16.768.376.610.000.000.000;;;
;;0xc061d222855cf2c58a450e3b6af894e5889e35db;17;16.702.255.470.000.000.000;;;
;;0x1edf449daf962ba5c67ef33f4f2ae53fbda3d3a5;17;16.663.306.310.000.000.000;;;
;;0x658b1bc22da9dafb21895cc6461813786c01e5fc;17;16.656.581.030.000.000.000;;;
;;0x5a14c021a8195eee435a69bda9c6b3373d3eee9e;17;16.618.894.870.000.000.000;;;
;;0x0c91ce06ec78b3bc8dfc4b772f28ecc35256e20b;17;16.616.448.010.000.000.000;;;
;;0x6594f282214e3e9ed5097ed2da5345e4c67212f2;17;16.599.318.240.000.000.000;;;
;;0xcba2b21263d8548e8cab790de566935eb74436e1;17;16.570.056.360.000.000.000;;;
;;0x3aa7e719da779757f06c1e157801e3d1f1e5f257;17;16.567.019.370.000.000.000;;;
;;0x2a3ff012c5808dafaaf23e299eaf4ab6bd1071c0;17;16.554.500.000.000.000.000;;;
;;0x685cc29415cc262bdbe2d06777bf923f34598854;17;16.533.301.490.000.000.000;;;
;;0xb5a7226e517c4c9dbb70d160b948ee8e5d1b368b;17;16.514.439.550.000.000.000;;;
;;0x94578884387f7b385c2184c337249d01f0e81b82;16;16.484.610.710.000.000.000;;;
;;0x00e98ae0bc10ac7c497369350a650cb44149c793;16;16.460.226.320.000.000.000;;;
;;0x134c795b344b0ae381aaace688a656e5c0956bb7;16;16.443.032.650.000.000.000;;;
;;0xfe3c73ba71cc5f24aba412538bb6731f513d8dcb;16;16.442.008.380.000.000.000;;;
;;0x7fc3ba5a83fc3d4628ed2710723793eabc2148ee;16;16.435.723.030.000.000.000;;;
;;0xa95ba756ee6fb83d7b54dee279bd31c051cfeecc;16;16.381.257.030.000.000.000;;;
;;0x68961e53bc385fa4d12db3917f2cc87f8b31eca0;16;16.361.832.180.000.000.000;;;
;;0xad9c7d01fdb76870fa895974ef1d8925c67e8975;16;16.359.930.190.000.000.000;;;
;;0xbadb92c77e64fa53698c1395a334ffb0af7f0071;16;16.339.084.150.000.000.000;;;
;;0x89b8aa89fdd0507a99d334cbe3c808fafc7d850e;16;16.312.280.080.000.000.000;;;
;;0xf061785876537939e818b9633e948fe5ebf8badf;16;16.290.533.200.000.000.000;;;
;;0x9926692c08553c1f8ff1540390d78c47871d5d52;16;16.283.022.310.000.000.000;;;
;;0x027715698e571c737731bdc0799e065d7daff554;16;16.275.814.140.000.000.000;;;
;;0x04c5919d23e8989f45d394a99dded3869abce5a2;16;16.268.566.520.000.000.000;;;
;;0xb05051524697425c25c11be6879db7c97463656d;16;16.246.158.240.000.000.000;;;
;;0xc7d0eb72155a8cb8832758fa5ea110d190ced106;16;16.229.228.470.000.000.000;;;
;;0xfef0d196f7e7821c929bf6338309e21a6cb2def2;16;16.221.719.180.000.000.000;;;
;;0x7c9354e4bbc7329086e3b740f139cc2e3a8c359f;16;16.205.700.490.000.000.000;;;
;;0xbeefdf7d2d2fa385681e1f58ee6e0e031a293827;16;16.146.370.110.000.000.000;;;
;;0x9be2cfad35e81e0b5f8165bf80b671c90f317300;16;16.106.144.500.000.000.000;;;
;;0x445f994fe3b8e7fda6ad65fcc590ec790aa70616;16;16.083.759.080.000.000.000;;;
;;0x6c6419fd391f94865e195fe2bb29a0ef764c20f6;16;16.070.946.550.000.000.000;;;
;;0x19144a31d30e33a4441a2f04615106286c8eda28;16;16.021.453.120.000.000.000;;;
;;0x788df03509fca93429e96ede6e7273ec790b8ba0;16;16.015.534.680.000.000.000;;;
;;0x0b9337bb4342fcfaec82f49a5f4b1d624433f6a9;16;16.012.826.950.000.000.000;;;
;;0x2e531f4d53e199a0bdf62fe3dc4322d2c2d662c0;16;15.986.629.550.000.000.000;;;
;;0x21f61da1afaf2e3674cfbbdd6748d6da03a40b80;16;15.961.833.300.000.000.000;;;
;;0xc5da11cf11c3febc3de5067d7b4ebf67eed88fb1;16;15.949.921.940.000.000.000;;;
;;0x7f85d276d20a62bfd06f1a36d91e62becb45f300;16;15.944.655.740.000.000.000;;;
;;0xff18183ffcff938747850bb11f4a1c40e99b684c;16;15.923.505.880.000.000.000;;;
;;0xbacfd998581cb171fbd17255213471e16946a5e2;16;15.922.075.270.000.000.000;;;
;;0x5f9ee69219010c1d797c82cf5eb2cc2a6cf3dcc3;16;15.874.532.630.000.000.000;;;
;;0x89fe2f3c37d184304eb978e5ce3edef8a229b97b;16;15.873.021.970.000.000.000;;;
;;0x655f0e003fe8a4ad2a728407c866e36462b9a42a;16;15.842.051.340.000.000.000;;;
;;0x703a0803d73af512375ac58230ec6b333e426ee6;16;15.794.810.240.000.000.000;;;
;;0x7e7ca911d20342072ba0843c1c237b2e8d36c5d9;16;15.793.826.920.000.000.000;;;
;;0x50476e9d4b83cf557a54a50e771704f81189220d;16;15.785.668.260.000.000.000;;;
;;0x225d782d78538e60b181dbe004dfcb84566eaad9;16;15.781.984.220.000.000.000;;;
;;0x0201fab133f2cce7860dfed0e5794fb9ed788235;16;15.772.158.740.000.000.000;;;
;;0x742045f912cc5ece8953a91fdf3764ef9cf7bf6e;16;15.769.885.780.000.000.000;;;
;;0x46b525f073271c2fe0bae30d48de4d56d7a97d84;16;15.757.004.720.000.000.000;;;
;;0x78b07778b30a6703e40450f8cf7c40b3b377f9d2;16;15.712.767.660.000.000.000;;;
;;0x3fe1a6ef050587080606f1d42090e11e48c2bb0c;16;15.712.067.760.000.000.000;;;
;;0xfefffbbb2a478fe12e5619c6779587fb92e6a4f3;16;15.706.607.240.000.000.000;;;
;;0x71f5ef09f6ffb881eeeba7a9827aebdd35b4dee2;16;15.693.750.540.000.000.000;;;
;;0x868ad7de4899adb4d7404b305b9ee5af377417fb;16;15.680.758.000.000.000.000;;;
;;0xda89e09e322f6513c732eb31b5927aab00d8ce35;16;15.680.256.450.000.000.000;;;
;;0xaf552449cd8fdf77cb698928697a36b20d0438ba;16;15.656.207.160.000.000.000;;;
;;0x9eb614895d38e34ba94394a10db984e73c517f5c;16;15.645.578.530.000.000.000;;;
;;0xdd267095372b7cfbccd6eed9523bfbc3e4747d9d;16;15.644.749.620.000.000.000;;;
;;0x022459d753c581d037f84d9f566bf06c78bf6e9a;16;15.619.808.440.000.000.000;;;
;;0xf46bf2016cdde11ea33871a5b4a240b6b8b60584;16;15.610.207.760.000.000.000;;;
;;0x2f54e5f83c87ecf449a1e6e0559bab0336821411;16;15.608.656.310.000.000.000;;;
;;0x5df84e333663bed15e9275bebd130193085ba015;16;15.555.996.320.000.000.000;;;
;;0xd7db835683e2420ad77359d3af94b1550f01f750;16;15.544.584.480.000.000.000;;;
;;0xcac2ad830af21bcbc2d26ea0d6058fc371b7a42c;16;15.517.078.390.000.000.000;;;
;;0xd08b0fbb4a9a032fc1288125eb07b31b946012c6;16;15.512.161.800.000.000.000;;;
;;0x8d34a38b6b737802570d14c2d3abacd3eabb0234;16;15.510.884.370.000.000.000;;;
;;0xb2f0801bdf89d27d7bc2b378d4c0be6a98137ab4;15;15.431.385.640.000.000.000;;;
;;0x91a7069f9fd3c23bc4e12bb6fdf2547e11b341f0;15;15.419.038.260.000.000.000;;;
;;0x2e992b2db784f4907078dea5731b13063cfe6ccb;15;15.399.826.180.000.000.000;;;
;;0xced5e01d574b5edc678cadc5c76141dad2e60792;15;15.376.191.630.000.000.000;;;
;;0xa57a5e89d11c8dd72bba001035c2a2ddee6e7581;15;15.349.103.130.000.000.000;;;
;;0xcb88abb2c69cd6ef626ef7145b11cfd1076f2e00;15;15.343.266.510.000.000.000;;;
;;0x73fbba99a19c6fa2acbd5ce5b31da72361d575f3;15;15.338.075.270.000.000.000;;;
;;0xa32a7f9cf1549d41aef39b531cc4f16dc0d1bb71;15;15.323.154.580.000.000.000;;;
;;0x31bc0b86f792c21ce3b3e8348e0eb9cef2078ef5;15;15.322.621.220.000.000.000;;;
;;0x0edd72936b0288b0fc0d8fa076b1ec0fcd6e2883;15;15.313.199.880.000.000.000;;;
;;0x3ebb770b864938631964fa73a2bb09f7b5b382ad;15;15.302.534.580.000.000.000;;;
;;0x6774332db4fe481cf00818c358f32edc0702711b;15;15.297.069.260.000.000.000;;;
;;0xdc87de2d96141e6223b23aac64926e68e118abc9;15;15.260.544.640.000.000.000;;;
;;0x6831423a4c67e7a8868446eed29e84a28b50ba27;15;15.244.812.850.000.000.000;;;
;;0x319572500ff4080e3e1fff0cc8e93e3d8d5ec0a5;15;15.241.785.670.000.000.000;;;
;;0xbf5e865352519b3316f33d8333b21d4a03548af4;15;15.237.323.110.000.000.000;;;
;;0x204531dc5e78701ebe4fe15fd9806ad13b1f4874;15;15.234.574.030.000.000.000;;;
;;0x0fb831ca95054d3164ca852a9d1454629c4e6385;15;15.221.514.640.000.000.000;;;
;;0x4ec6b4809147fc082bd92378c397328c2856372e;15;15.220.486.300.000.000.000;;;
;;0xf69688b2ffde8ed71c186a8c4b3598c2109f4618;15;15.205.987.760.000.000.000;;;
;;0x7f437b51f4fb5bb1e5feae67b062e64d550cbbe2;15;15.204.272.110.000.000.000;;;
;;0xe16e2085c0f8538f937549653d7440998694dd29;15;15.187.257.650.000.000.000;;;
;;0x2e63973e803a533b54f2e2b70d3cfe2b85c18137;15;15.184.944.490.000.000.000;;;
;;0x021e39a0d0442de801988236a279fe4392294ad4;15;15.176.155.380.000.000.000;;;
;;0x0a499b055fd143d87efb892c6e7ee6ad06a6fe00;15;15.159.335.660.000.000.000;;;
;;0x08de21b87076b1fe5bd4ec30b287595ab8b78bb7;15;15.150.277.550.000.000.000;;;
;;0x0969764c9529d9fd77daa0b821d60a0130f34a2a;15;15.142.520.840.000.000.000;;;
;;0xfbb9ef396e759997bdb6e5b842d84fec89128db0;15;15.141.283.290.000.000.000;;;
;;0x5c8408bd8f0b14085b0c73a803a2648ec6a3d87b;15;15.141.282.400.000.000.000;;;
;;0x55d17a706043ceefff92c9166888f7b61a159dc0;15;15.133.934.380.000.000.000;;;
;;0x775bf7554aef8b3fadb2daeca6fef45d49f4d77b;15;15.126.568.410.000.000.000;;;
;;0x280e9183ca4461bbffdcd3b42ad6b39de6bcf7df;15;15.122.717.630.000.000.000;;;
;;0xd28e6b5dd3b9540cd2d087dc928009063da50676;15;15.113.652.310.000.000.000;;;
;;0x091ef0391723396c2282f9603bfa1987abe5d6a2;15;15.105.037.450.000.000.000;;;
;;0x2007575be19a546452f97447595c69c554814ce9;15;15.103.733.290.000.000.000;;;
;;0x1ca00156809bdc91572f7a2b4f2874f5edff33f0;15;15.088.393.210.000.000.000;;;
;;0x0c94ab2d70a2d8b97baa0c652a7765ae89e86009;15;15.075.394.030.000.000.000;;;
;;0x6fdc6ac71c1e8a2847a1e3b9c4f74c7fb113db5c;15;15.072.026.400.000.000.000;;;
;;0x2216da6fbbfa4a93922e936bdd97d83468ba1e3f;15;15.047.182.460.000.000.000;;;
;;0x0b77b6a232d6b067f156da643224b6fedbb36f1b;15;15.043.767.040.000.000.000;;;
;;0xda7511636f501405906fc1b4eaa743c0bca617ee;15;15.025.701.950.000.000.000;;;
;;0x3006c48a7e7dabcc94f9b1c6cc5e279d7f68afad;15;15.020.726.370.000.000.000;;;
;;0x2c5ccc45b8c0adf224d50af802aca1bcdcae7c7e;15;15.006.772.520.000.000.000;;;
;;0x79fa082ed243727059303827c0e49c4a68ff0a76;15;15.000.000.000.000.000.000;;;
;;0x89461bfe3ac8636f04abbfabc192a93ee4dd0f66;15;15.000.000.000.000.000.000;;;
;;0x02c7d0d94276b154e801f77468f4ffebb2875717;15;15.000.000.000.000.000.000;;;
;;0xa9e9e100f07338a76f6f14e6e02826a03a44815b;15;15.000.000.000.000.000.000;;;
;;0x4cffb25fa73afccfe7c368e8f1042be80270de8f;15;14.996.435.030.000.000.000;;;
;;0xe302deafd7c923ccdf6ad42da946d4f5dc5aeeaf;15;14.989.164.250.000.000.000;;;
;;0x360c3229b048a486475b6e53ddd3ee0d37213a60;15;14.929.982.800.000.000.000;;;
;;0x8fa5fe0ba3b88a70c7a067a55f523dffec58cc25;15;14.913.271.550.000.000.000;;;
;;0xce8cbbbfe734c85b664797e937aee1777eb847cf;15;14.912.639.580.000.000.000;;;
;;0x03d164457c6bf1ae264cd19619e337ce26e08a3a;15;14.872.050.350.000.000.000;;;
;;0x0eff5e2abec28e48a90323b50196914bd078ed8c;15;14.859.338.000.000.000.000;;;
;;0xb4dc45bd3a617ed2266dce998d6e2339373b6132;15;14.829.258.600.000.000.000;;;
;;0x2805b19179fab07e3a4c09997f203a57a589d35d;15;14.797.566.740.000.000.000;;;
;;0x48b8419b2bc0fb63ee96e3a370e30b200cc2e672;15;14.734.276.970.000.000.000;;;
;;0xc1f10fbb17e8535f90967f4ca96d04a072438207;15;14.730.843.270.000.000.000;;;
;;0x21745ab14c1f340f2f92e24e55086556868f267e;15;14.715.851.660.000.000.000;;;
;;0x1019e07df76f2fb847d84b7919b7f2ac3581e712;15;14.657.002.620.000.000.000;;;
;;0xa244b0bcba55c345e772275fd0ca9c78ab8abd75;15;14.656.065.890.000.000.000;;;
;;0x8a059ab7d8d1c13d4af0c3a7961b702e666fb4e2;15;14.650.269.420.000.000.000;;;
;;0xc5938c1ab96fed852b34baf7135211998b8d8d39;15;14.626.248.420.000.000.000;;;
;;0xadc8b5c92d8606e9196a77b996a527f85672608c;15;14.606.408.300.000.000.000;;;
;;0xb4f1fd293601036aa5283ee4542a03b9d4eb68a8;15;14.605.715.410.000.000.000;;;
;;0x7a5d71b4e30e3166ed76f39d77ce032a5666fd70;15;14.578.502.200.000.000.000;;;
;;0x038a9f93891df91a8fb2e1dd059cf34231882228;15;14.559.880.840.000.000.000;;;
;;0xc3f1f6fdabdd8ee0f7b54830094c67496bb45ef7;15;14.559.604.320.000.000.000;;;
;;0x108f0722c98c65f62c9948fecf4e2020fa0beeff;15;14.542.109.000.000.000.000;;;
;;0xcd96dc963776a96e3f3bbaad52922eea6740e2fa;15;14.541.644.810.000.000.000;;;
;;0x46cd62cf91700a448f81d9e84c7ffac22225d4c1;15;14.518.681.120.000.000.000;;;
;;0x37b5c75af31cc9d538383d7b3cc08167f5121a1d;14;14.488.693.480.000.000.000;;;
;;0xda35842e10548d3af3111cef726e2aba00372f33;14;14.486.846.360.000.000.000;;;
;;0x3b7222cdf6fcbfaaf2feb599472bde4c4a489aab;14;14.484.228.600.000.000.000;;;
;;0x0b83c7232b714f2a0e3827180b894caed83b6c9c;14;14.447.004.950.000.000.000;;;
;;0xfb75ec23358b01318b1acd6577ce76ec2405e4b2;14;14.401.451.520.000.000.000;;;
;;0xa0e6d23702d2ed464648ee9ce6f52ab31d704000;14;14.363.834.230.000.000.000;;;
;;0xe82750c918f28bc53d2cb1b12fb5d757f7eabb9c;14;14.321.897.540.000.000.000;;;
;;0xedfb6a6cc75ad990c77b38dff0c74be11f00753a;14;14.307.307.690.000.000.000;;;
;;0x784932b15f2ada22b7cf05cb473664d41af5f538;14;14.280.110.140.000.000.000;;;
;;0x35d4bba13d729e5fe5843fd07adc94ac9a1717f8;14;14.277.844.210.000.000.000;;;
;;0xb04d5c1215d19a552a5fa36848f57fad54c18b22;14;14.251.185.020.000.000.000;;;
;;0x07f124f58bd99e527aa25c9999ed91e9e1a3e852;14;14.189.273.580.000.000.000;;;
;;0x88ed62e15f0048950984f3c31dfe6ba7d6807fae;14;14.161.464.790.000.000.000;;;
;;0xadb3ccaa1932f54aeb500665f5ab15d41bd27e48;14;14.138.013.660.000.000.000;;;
;;0x315cf61376f52de8a3eec07fc76dae7e822da87e;14;14.133.899.150.000.000.000;;;
;;0xd5c611a615b3485997a421cf03c767a0d329c0b7;14;14.128.021.280.000.000.000;;;
;;0xfdc98aa294ff47ac50f68f4476430fb81c560654;14;14.115.494.740.000.000.000;;;
;;0x8ee6a55ea08d1407eaa0a1297492abb419706558;14;14.096.362.450.000.000.000;;;
;;0x890376a48d55fca5020b3ad44f2ae6a7caf285b4;14;14.068.715.650.000.000.000;;;
;;0xd4077c188859ebf031617fa5ac3d04968db9d089;14;14.068.247.890.000.000.000;;;
;;0x8fd2d403c09098b7d2505213d333a9e9c8f2f7ce;14;14.057.526.200.000.000.000;;;
;;0xb2da74b9ee57c47ddda938078e1ded172f8e0019;14;14.051.015.790.000.000.000;;;
;;0x6f62f84b01e6541f4af3ad5fd94b6b2c4cedf4ed;14;14.047.243.340.000.000.000;;;
;;0x61fa961db689ba62e4b747efa755b52b0d22eada;14;14.044.579.240.000.000.000;;;
;;0x194c406aa55c1294a2c3bee24df79b97b7b52ece;14;14.030.425.470.000.000.000;;;
;;0xfb991b7a62a043ee15ff44bbb77898fb8d9fc9bc;14;14.020.160.070.000.000.000;;;
;;0xe2eef721bc05a2d2b41c5a80d25e6fd515052b2f;14;14.018.391.640.000.000.000;;;
;;0xaace12576800d9c96db0ead068b420a9f009e6c5;14;13.990.591.640.000.000.000;;;
;;0xea8ad4449447cddb276c8a3d18e34f24e15c151e;14;13.979.200.730.000.000.000;;;
;;0x5b90f3f538ea4571731e3b2182a9e62eb6c8b1f4;14;13.951.285.330.000.000.000;;;
;;0x01aa377353292fdc232bea45a7b5fc9e23335680;14;13.931.149.560.000.000.000;;;
;;0x767c0a594c80bf0e3d2d47de596e84410a64fed8;14;13.897.898.920.000.000.000;;;
;;0x90ad8370e8dbb89f483567ea692157cdb6119d4e;14;13.896.289.820.000.000.000;;;
;;0x9f9b31ed6e8fbd749eb14f23405b69560ad5f80c;14;13.887.067.570.000.000.000;;;
;;0x2e466046814e9f1db695d62a2ac6d2b793c88a32;14;13.867.339.090.000.000.000;;;
;;0xe2466d4eaeb538f2340664e24af176a2434edcf1;14;13.863.150.420.000.000.000;;;
;;0x2d4650669b2d2276d32fb14f610b942aa3b099e7;14;13.849.745.630.000.000.000;;;
;;0x56e758b343c2beeef696a8014eb304144e72751f;14;13.840.285.570.000.000.000;;;
;;0x1242c06d71f9bf7d94a03757db3269159d5c9061;14;13.807.019.720.000.000.000;;;
;;0x5cae93ce32de6f98dae0d8aa15cdcd565401bd0f;14;13.795.915.350.000.000.000;;;
;;0x6512a6b3f023766101f7f3f6f1fe989e813baa2a;14;13.782.115.110.000.000.000;;;
;;0x7b03d1d252e20fa658ebac1e49dab3e37ef5a68d;14;13.776.435.120.000.000.000;;;
;;0xc2b715ce9940343f7708e346d778f83fa687fe2a;14;13.768.816.920.000.000.000;;;
;;0x3ae8e1590ee2e4b0d4eef513e5efd1851a3425b4;14;13.726.704.270.000.000.000;;;
;;0x53c1e094e29acd084fcfe36caeaaccb6d4db50ed;14;13.695.332.440.000.000.000;;;
;;0x0652e19ee70bc61d19f69101d76aa731eca7bf5c;14;13.693.253.720.000.000.000;;;
;;0x61fc3162550b11e5cecb06268cae39b66c4766d0;14;13.680.810.220.000.000.000;;;
;;0x3d2a475fa7b233afc35003b6624b21621bf2d2d7;14;13.645.866.040.000.000.000;;;
;;0x5522a9d206dd32d92c9b3ff7bf3dabae634f1404;14;13.634.935.380.000.000.000;;;
;;0x90740fa43ceaa119094d4f32b78a9454aa02294b;14;13.625.243.920.000.000.000;;;
;;0xcbf76854f9b408696be7db418a68013f38e16c63;14;13.568.597.900.000.000.000;;;
;;0x726708fe4bc916984bd77c7021dc0c9387f42071;14;13.552.977.660.000.000.000;;;
;;0x4cfb54d4712b7007e3840df37c1c531d78dbb4f1;14;13.526.079.390.000.000.000;;;
;;0xa5672097846addd1563644ef99cf38867bd00248;14;13.509.905.630.000.000.000;;;
;;0xf6838c43c69e4f8c918cbaa03741a484a8995a52;13;13.498.879.620.000.000.000;;;
;;0x4370e67aa8e9746f37e88c6f1741844977db5d94;13;13.484.235.850.000.000.000;;;
;;0xf26c178ae5320f3fe30e3a7e6cf22621a11155bb;13;13.457.707.430.000.000.000;;;
;;0x396fa655a1ae2925367e442249f2e3b10e62b732;13;13.453.091.010.000.000.000;;;
;;0xb6a67cb3265958d9c1e5ceb5fda162d0f5a1c4cc;13;13.448.859.470.000.000.000;;;
;;0xe84ddea820eea03e8307402eba9e8336434ddb32;13;13.430.494.620.000.000.000;;;
;;0x83f99ff0cbc46d4d1f28a719993b99bc70966a5d;13;13.423.523.990.000.000.000;;;
;;0x6b393cf9d90b879a0e18df09ad5695baccf61eb2;13;13.419.376.650.000.000.000;;;
;;0x6fd1e3f32dd75376e12cc7988756b76b90bdf8c2;13;13.409.616.100.000.000.000;;;
;;0x66d734efe744d60cc9f73efbc84e7340e76e9bd5;13;13.406.074.130.000.000.000;;;
;;0x22de7f9c20e1d302cc83ad91c507627cb24be219;13;13.401.393.950.000.000.000;;;
;;0x83733fa2ef551af4c5509dd5e85b2fe7b4065d84;13;13.399.662.750.000.000.000;;;
;;0x2ff13b9af4efa7d9b58998289093fc80f1e12fbc;13;13.349.252.090.000.000.000;;;
;;0xbd17ec6f1c3d8038aa397971631c4792160744ab;13;13.341.754.830.000.000.000;;;
;;0xf91b9a8fbde39104ff12aa1e2fe8f0e3ff1327f3;13;13.323.554.050.000.000.000;;;
;;0x1fdef1b22027cd10ce24e9dee421b45942817952;13;13.271.921.350.000.000.000;;;
;;0x17398408c042cdb3b050388011b70a815e44f9c8;13;13.271.546.850.000.000.000;;;
;;0x29b8d1ea2eff8ddd465ee3bb65e353e9678a30e1;13;13.241.444.970.000.000.000;;;
;;0xd67051c5aac5555c5d97372766132ac5a30502f5;13;13.234.966.830.000.000.000;;;
;;0xb44d0fe2550ce9e8e988939db7fc44c7dcf2b77b;13;13.226.443.690.000.000.000;;;
;;0x42f4b2670a28c9234d1fe0f918674d52603fb59f;13;13.214.098.590.000.000.000;;;
;;0x37d21c689fd13e3efb720e7bc6ca411f5c9318cf;13;13.209.342.450.000.000.000;;;
;;0xa623c58f4f81f63dcd8bc548a8cfdb14a17e24e1;13;13.203.933.660.000.000.000;;;
;;0xb33c3ffdbd825c9f8d3b8f9b8e570e09a6626447;13;13.203.344.430.000.000.000;;;
;;0x92a20c57f8e5bce06e8cedbe693d9454e599b32d;13;13.187.904.800.000.000.000;;;
;;0x77d60bff1465614bc6300cc68d9be0a319fa7152;13;13.129.996.270.000.000.000;;;
;;0xb7d0e571d07c947d0ec643a4c1eb9db987806ea9;13;13.081.513.440.000.000.000;;;
;;0xaba0ff246c0bd8fe3e56a4dc4ca25b38d97917fe;13;13.008.144.120.000.000.000;;;
;;0x91b1b344af276c7fa14d6c6207b358195b2992a9;13;13.000.000.000.000.000.000;;;
;;0x7182be08b3881e5cd89923bccb9da06be140c454;13;13.000.000.000.000.000.000;;;
;;0xb4d198b12187a3adcc95773e6b329728110a9e1c;13;12.995.842.280.000.000.000;;;
;;0x83d8b829a6b09e772ad307f46403c81ca55eb875;13;12.990.189.230.000.000.000;;;
;;0x4f84c3f58e22b1c7991cd8b2d91f10a4f445bf1c;13;12.975.988.150.000.000.000;;;
;;0xffcd60144f0fa4e4a243c150fa067920a6097ac5;13;12.946.501.970.000.000.000;;;
;;0x1c9df03f62ce6876d6ead0e610febdfca2d06438;13;12.928.615.510.000.000.000;;;
;;0x150ff11fd33bf73b71cd9e838f705e592e464c47;13;12.919.219.200.000.000.000;;;
;;0xd97d73076c41ecfe5ed2e858a15f2d3801c69f09;13;12.910.586.850.000.000.000;;;
;;0xb0b7816b46172d8826c530a7d82041cfcf4c42ad;13;12.906.776.610.000.000.000;;;
;;0x4f2570195c49729f77cc47f361a85f5ef63d3b0c;13;12.905.387.290.000.000.000;;;
;;0xffd8d3771871e95b90148e10113df7fa3e9a32af;13;12.896.603.080.000.000.000;;;
;;0xcacf38bb8c3c6973f41a2b8b34fa82107a00a527;13;12.868.973.670.000.000.000;;;
;;0x5de0650216ce5251db7a6d2d701d10fe42bd2f45;13;12.829.818.660.000.000.000;;;
;;0x6f56bbd52b38fe4bfca07d4f1186635a471dd153;13;12.796.726.630.000.000.000;;;
;;0xdd5d7d7ade4a1d69cf010948a9e0dfcd750fa879;13;12.781.022.940.000.000.000;;;
;;0xe4892f16eacb7b93f2a733e4f0bcf339caba559d;13;12.774.600.150.000.000.000;;;
;;0x59b13955049e18295b42c1c0510d234c727bfa0b;13;12.760.533.930.000.000.000;;;
;;0x146d5a23c707a6367d7ef15396c26c8ed39ad6c8;13;12.722.687.710.000.000.000;;;
;;0x25974867f1f5788770ed3c6d54e9710c9baf2397;13;12.718.073.160.000.000.000;;;
;;0x329069666843044b87b38e0ce6d60c7b3e12405e;13;12.701.350.280.000.000.000;;;
;;0xef64e01952bae089218011a049ed489da8c732eb;13;12.689.793.270.000.000.000;;;
;;0xbfe5c82f0b512c365a091293b6ef0638d427de2a;13;12.683.001.830.000.000.000;;;
;;0xd6dda85f62ff028f06bc2b905b14c5bb0fdacd38;13;12.678.466.320.000.000.000;;;
;;0xd0f43f2ece3776fb30ffe44f64b3a2eba8502953;13;12.657.597.120.000.000.000;;;
;;0x7dcd92f21160927b73e728504beb370cef83dbea;13;12.652.081.080.000.000.000;;;
